age,annual_income,spending_score,online_purchase_frequency,store_visits_per_month
27.0,30383.0,18.0,4,4
21.0,27441.0,22.0,9,4
35.0,19476.0,20.0,10,3
35.0,40211.0,15.0,4,5
47.0,30777.0,28.0,6,2
23.0,31991.0,20.0,8,5
30.0,29710.0,32.0,4,6
18.0,26324.0,10.0,11,3
49.0,29070.0,17.0,16,7
38.0,22003.0,20.0,8,5
30.0,41385.0,27.0,9,4
22.0,23827.0,22.0,3,3
23.0,24840.0,22.0,6,2
39.0,27799.0,13.0,7,3
24.0,36440.0,13.0,5,3
36.0,30073.0,22.0,9,6
55.0,23819.0,12.0,9,6
32.0,36272.0,17.0,9,5
25.0,33655.0,23.0,7,6
39.0,32692.0,14.0,5,6
23.0,33579.0,30.0,9,6
52.0,41972.0,27.0,7,9
49.0,40925.0,11.0,9,3
33.0,26566.0,14.0,6,8
26.0,38119.0,6.0,4,4
31.0,31916.0,15.0,9,4
32.0,32495.0,25.0,8,3
39.0,21539.0,18.0,7,5
45.0,29148.0,23.0,9,8
25.0,25936.0,11.0,9,6
45.0,34140.0,25.0,7,5
41.0,35355.0,17.0,7,7
30.0,19628.0,20.0,9,3
24.0,29890.0,19.0,4,8
36.0,35609.0,12.0,6,4
24.0,29067.0,13.0,8,4
45.0,33645.0,26.0,17,2
24.0,31756.0,22.0,10,8
40.0,31708.0,26.0,6,7
34.0,28643.0,22.0,11,1
29.0,23917.0,21.0,8,3
34.0,24392.0,10.0,7,8
46.0,33547.0,18.0,14,5
23.0,30097.0,20.0,5,5
31.0,29307.0,32.0,8,5
27.0,27881.0,24.0,10,5
35.0,28474.0,29.0,8,7
28.0,35235.0,24.0,10,2
18.0,28324.0,16.0,14,2
24.0,23295.0,21.0,5,7
51.0,33718.0,21.0,6,9
37.0,28976.0,14.0,10,9
37.0,30157.0,18.0,8,10
32.0,38038.0,19.0,7,1
34.0,29897.0,30.0,10,10
31.0,31446.0,8.0,10,3
40.0,24105.0,27.0,9,5
36.0,28902.0,14.0,6,6
23.0,33048.0,12.0,2,7
38.0,22223.0,27.0,6,8
18.0,31004.0,24.0,10,3
39.0,30504.0,28.0,6,8
21.0,30206.0,25.0,8,4
34.0,35186.0,32.0,6,8
23.0,31672.0,23.0,7,6
35.0,37390.0,19.0,9,5
41.0,25032.0,22.0,9,3
50.0,30680.0,27.0,11,3
20.0,30422.0,15.0,10,6
45.0,24654.0,16.0,6,7
36.0,34781.0,18.0,8,6
30.0,41623.0,7.0,7,4
43.0,29915.0,21.0,5,2
33.0,32525.0,9.0,8,3
42.0,30423.0,20.0,8,4
25.0,26432.0,25.0,10,5
29.0,20896.0,17.0,11,2
44.0,26471.0,30.0,8,8
50.0,23040.0,11.0,5,5
35.0,38521.0,27.0,12,2
18.0,29424.0,24.0,8,6
33.0,28270.0,10.0,5,5
35.0,34446.0,36.0,7,4
33.0,24391.0,20.0,12,5
38.0,26166.0,15.0,7,0
30.0,30340.0,12.0,8,9
43.0,35144.0,19.0,10,3
23.0,32508.0,19.0,12,5
47.0,31242.0,21.0,6,1
51.0,30391.0,18.0,9,5
26.0,32001.0,24.0,12,2
26.0,31008.0,18.0,4,5
39.0,24850.0,8.0,9,4
23.0,30230.0,19.0,9,5
30.0,24632.0,6.0,5,10
46.0,30405.0,22.0,11,3
42.0,27597.0,14.0,4,7
55.0,42697.0,21.0,6,5
37.0,29801.0,28.0,8,1
29.0,22979.0,14.0,12,5
36.0,29329.0,26.0,4,9
33.0,32597.0,17.0,6,7
34.0,38367.0,31.0,2,5
35.0,27053.0,18.0,10,6
26.0,22088.0,15.0,11,1
38.0,34084.0,24.0,7,3
21.0,23097.0,17.0,7,9
28.0,27819.0,15.0,8,6
34.0,28712.0,17.0,8,2
18.0,29652.0,20.0,9,5
43.0,33446.0,28.0,10,3
18.0,26582.0,8.0,7,3
42.0,28631.0,20.0,6,3
22.0,29929.0,24.0,13,8
31.0,30748.0,21.0,10,4
40.0,30489.0,28.0,8,5
57.0,32180.0,20.0,9,4
36.0,34219.0,19.0,9,2
18.0,31963.0,24.0,7,8
45.0,32268.0,21.0,9,4
33.0,22089.0,18.0,10,3
36.0,30251.0,23.0,11,4
41.0,32398.0,16.0,7,9
18.0,33645.0,16.0,4,2
35.0,26538.0,17.0,6,2
31.0,26705.0,28.0,9,3
47.0,27129.0,1.0,7,8
42.0,32682.0,22.0,10,1
19.0,35169.0,20.0,12,4
48.0,27963.0,10.0,8,6
39.0,34540.0,22.0,9,6
20.0,30617.0,23.0,8,5
36.0,29379.0,24.0,12,7
45.0,28943.0,4.0,16,6
23.0,33733.0,28.0,3,6
49.0,31628.0,16.0,17,2
20.0,41379.0,24.0,3,4
27.0,25739.0,24.0,3,5
26.0,32591.0,15.0,12,6
49.0,27354.0,24.0,7,6
30.0,25654.0,18.0,9,5
23.0,29946.0,8.0,6,3
39.0,30687.0,27.0,7,2
42.0,44591.0,15.0,8,4
42.0,29079.0,15.0,12,9
32.0,24349.0,18.0,9,4
38.0,31365.0,22.0,9,5
28.0,19627.0,20.0,9,5
52.0,29540.0,23.0,6,5
46.0,30080.0,12.0,5,11
46.0,33973.0,16.0,8,3
43.0,34868.0,19.0,7,3
40.0,27482.0,31.0,10,7
23.0,29247.0,19.0,8,5
41.0,26169.0,27.0,6,7
36.0,24360.0,20.0,6,6
48.0,31549.0,17.0,8,2
43.0,23632.0,19.0,10,5
41.0,27927.0,19.0,10,6
18.0,25024.0,24.0,8,9
34.0,32748.0,28.0,7,8
29.0,39007.0,22.0,16,10
38.0,23492.0,27.0,8,8
31.0,20735.0,14.0,9,7
32.0,29376.0,18.0,12,4
40.0,30078.0,16.0,9,7
31.0,31093.0,22.0,7,7
36.0,27768.0,18.0,6,5
20.0,28997.0,24.0,5,8
27.0,31838.0,14.0,3,5
42.0,35202.0,20.0,8,7
23.0,20225.0,24.0,9,7
47.0,28155.0,8.0,6,8
45.0,31069.0,33.0,7,4
32.0,25410.0,18.0,5,6
65.0,38656.0,8.0,5,7
47.0,26823.0,21.0,6,5
26.0,29794.0,20.0,7,5
42.0,32780.0,20.0,8,5
36.0,27044.0,26.0,8,3
27.0,20767.0,24.0,9,5
24.0,27857.0,22.0,4,4
45.0,35147.0,23.0,3,6
29.0,28316.0,19.0,4,5
34.0,25768.0,31.0,5,2
26.0,34628.0,11.0,9,4
28.0,28346.0,21.0,13,6
34.0,27449.0,20.0,10,0
39.0,30747.0,25.0,16,2
18.0,33854.0,15.0,11,5
35.0,41909.0,10.0,6,4
28.0,34136.0,21.0,5,4
49.0,35799.0,22.0,8,6
64.0,27470.0,29.0,6,7
31.0,24871.0,12.0,4,7
18.0,30312.0,27.0,8,4
36.0,30536.0,34.0,16,4
33.0,24607.0,18.0,12,5
55.0,29124.0,12.0,6,4
52.0,31997.0,18.0,6,9
44.0,31802.0,20.0,7,3
29.0,32521.0,23.0,4,12
42.0,31455.0,16.0,6,6
38.0,27465.0,29.0,10,4
37.0,27430.0,13.0,17,3
19.0,24005.0,10.0,4,5
46.0,38924.0,27.0,13,4
36.0,30067.0,6.0,8,4
34.0,28876.0,19.0,8,4
29.0,25356.0,39.0,9,8
27.0,44678.0,20.0,7,2
38.0,24633.0,13.0,9,4
18.0,27856.0,20.0,8,1
43.0,32079.0,20.0,10,5
24.0,33001.0,21.0,8,6
18.0,34790.0,24.0,9,4
53.0,39038.0,14.0,5,4
26.0,32531.0,30.0,10,1
28.0,24720.0,21.0,10,4
46.0,28715.0,24.0,7,4
54.0,31539.0,16.0,12,6
20.0,40341.0,28.0,6,5
25.0,23011.0,18.0,10,8
26.0,36013.0,22.0,9,9
44.0,30900.0,14.0,5,4
51.0,34189.0,14.0,8,4
24.0,29490.0,24.0,11,5
49.0,25788.0,17.0,5,5
28.0,33754.0,15.0,12,9
38.0,33272.0,16.0,5,2
22.0,34860.0,24.0,8,4
34.0,29933.0,16.0,12,5
34.0,27001.0,19.0,2,3
32.0,22206.0,20.0,7,5
39.0,34097.0,8.0,2,4
25.0,32119.0,11.0,6,6
26.0,25171.0,22.0,7,7
39.0,27307.0,16.0,9,6
48.0,27666.0,26.0,11,6
35.0,22585.0,26.0,8,2
40.0,25912.0,24.0,7,5
43.0,24331.0,31.0,8,2
43.0,27938.0,20.0,8,5
25.0,26307.0,24.0,10,4
27.0,21865.0,16.0,7,7
28.0,40113.0,35.0,10,8
54.0,36263.0,32.0,6,8
40.0,26105.0,20.0,6,6
40.0,31362.0,22.0,6,3
39.0,32087.0,28.0,9,9
22.0,35955.0,19.0,7,8
54.0,25907.0,16.0,6,5
40.0,35461.0,25.0,8,7
42.0,27260.0,20.0,10,1
18.0,23321.0,21.0,8,2
43.0,33621.0,15.0,2,7
31.0,36454.0,10.0,12,4
22.0,42940.0,21.0,13,6
25.0,24001.0,25.0,12,7
22.0,33495.0,19.0,6,3
22.0,27951.0,29.0,10,7
36.0,33917.0,16.0,7,0
31.0,22648.0,14.0,3,4
38.0,23686.0,20.0,10,7
52.0,26121.0,20.0,6,9
34.0,30395.0,25.0,10,10
18.0,26795.0,15.0,7,6
33.0,33295.0,28.0,9,7
47.0,35134.0,32.0,5,4
34.0,32998.0,20.0,9,11
50.0,38094.0,27.0,4,7
40.0,32079.0,14.0,10,3
18.0,23916.0,26.0,3,5
36.0,36817.0,26.0,6,5
38.0,26974.0,25.0,6,5
46.0,34552.0,20.0,9,3
53.0,37869.0,2.0,7,6
44.0,32283.0,16.0,9,5
39.0,22519.0,16.0,9,9
42.0,25409.0,14.0,11,2
33.0,36614.0,21.0,3,3
20.0,29154.0,17.0,13,0
35.0,30398.0,15.0,11,1
39.0,33794.0,14.0,12,2
23.0,33482.0,16.0,2,5
48.0,31394.0,27.0,12,9
45.0,28957.0,16.0,14,4
21.0,28437.0,17.0,9,4
49.0,34289.0,17.0,8,5
32.0,32768.0,22.0,10,7
27.0,28713.0,23.0,8,2
46.0,35411.0,2.0,5,6
34.0,29355.0,26.0,6,4
54.0,25742.0,29.0,8,7
26.0,26205.0,14.0,12,6
18.0,25106.0,14.0,7,8
32.0,28638.0,17.0,2,6
43.0,36169.0,15.0,8,3
26.0,25975.0,21.0,7,6
22.0,30942.0,8.0,7,3
37.0,26717.0,13.0,5,5
20.0,28698.0,29.0,8,5
38.0,22450.0,14.0,15,5
32.0,28897.0,27.0,8,5
40.0,29031.0,22.0,7,8
21.0,32701.0,9.0,5,2
48.0,31116.0,24.0,9,7
33.0,24008.0,19.0,3,8
43.0,35421.0,17.0,5,6
45.0,31052.0,21.0,9,4
23.0,30992.0,23.0,8,6
44.0,29954.0,24.0,10,5
21.0,27411.0,27.0,5,3
21.0,31089.0,22.0,8,6
55.0,32378.0,12.0,5,5
46.0,21266.0,17.0,13,9
56.0,27306.0,38.0,6,6
31.0,28725.0,24.0,10,5
36.0,31281.0,34.0,7,6
40.0,35967.0,28.0,7,8
35.0,26141.0,21.0,9,4
28.0,27510.0,22.0,5,4
26.0,27437.0,20.0,8,2
37.0,25992.0,10.0,7,2
24.0,28264.0,20.0,10,5
24.0,33854.0,27.0,6,4
39.0,24731.0,16.0,9,6
34.0,32139.0,22.0,6,3
44.0,21490.0,25.0,8,2
31.0,27193.0,15.0,5,9
29.0,28353.0,17.0,11,3
39.0,38374.0,14.0,15,9
27.0,28626.0,15.0,6,3
28.0,18994.0,12.0,7,2
29.0,20006.0,15.0,11,3
33.0,30170.0,29.0,6,3
53.0,33069.0,15.0,10,7
21.0,31877.0,21.0,9,5
48.0,30838.0,17.0,9,4
42.0,35811.0,27.0,10,5
51.0,27302.0,28.0,7,4
66.0,34475.0,25.0,7,3
49.0,21840.0,22.0,13,4
44.0,25475.0,19.0,5,4
22.0,20965.0,13.0,8,8
23.0,28626.0,32.0,10,5
39.0,29769.0,15.0,8,6
18.0,30571.0,24.0,7,8
41.0,30309.0,26.0,7,1
18.0,25362.0,17.0,10,6
47.0,29049.0,26.0,7,8
32.0,22513.0,25.0,13,7
36.0,36816.0,30.0,9,1
28.0,28482.0,17.0,9,4
18.0,27556.0,12.0,6,5
47.0,37945.0,17.0,12,3
48.0,23789.0,21.0,7,4
31.0,24372.0,20.0,7,8
42.0,24519.0,18.0,5,3
31.0,29661.0,9.0,11,6
38.0,32158.0,23.0,10,6
43.0,33698.0,32.0,6,8
41.0,42860.0,23.0,8,5
48.0,18753.0,24.0,13,4
40.0,33044.0,23.0,12,6
35.0,27214.0,22.0,5,7
27.0,27068.0,26.0,5,5
30.0,26901.0,22.0,8,6
43.0,25456.0,18.0,7,5
20.0,38423.0,15.0,5,2
46.0,34211.0,19.0,9,1
32.0,30116.0,22.0,7,3
27.0,36755.0,18.0,2,6
24.0,22437.0,22.0,16,8
42.0,23346.0,23.0,6,10
35.0,19110.0,25.0,6,4
51.0,26503.0,28.0,9,5
22.0,30808.0,20.0,7,8
29.0,30514.0,12.0,4,2
34.0,30747.0,18.0,5,4
27.0,22945.0,20.0,11,7
35.0,34016.0,9.0,8,6
38.0,31198.0,28.0,7,10
40.0,33665.0,21.0,6,6
50.0,20536.0,22.0,10,4
22.0,31557.0,28.0,12,3
38.0,24061.0,16.0,7,3
29.0,28013.0,23.0,5,4
39.0,32672.0,19.0,5,5
39.0,30455.0,19.0,7,6
25.0,25742.0,15.0,8,5
26.0,30031.0,30.0,13,7
40.0,22342.0,18.0,5,5
35.0,35751.0,24.0,7,2
33.0,28974.0,9.0,13,8
42.0,35593.0,27.0,4,3
42.0,27367.0,26.0,6,4
30.0,27382.0,21.0,11,8
26.0,26179.0,19.0,11,7
22.0,34381.0,22.0,8,7
35.0,26453.0,34.0,10,8
21.0,33223.0,9.0,7,7
36.0,28088.0,25.0,14,3
47.0,20120.0,15.0,5,0
31.0,27148.0,20.0,4,6
30.0,24104.0,19.0,11,3
55.0,30170.0,17.0,8,2
50.0,24048.0,20.0,8,7
27.0,34630.0,13.0,5,7
36.0,29545.0,26.0,7,3
38.0,29112.0,9.0,8,3
37.0,33279.0,23.0,10,8
53.0,34820.0,18.0,6,6
36.0,29900.0,13.0,11,1
37.0,26144.0,21.0,7,2
42.0,21130.0,11.0,5,5
47.0,26570.0,20.0,13,4
44.0,26914.0,11.0,8,2
40.0,30535.0,23.0,7,8
19.0,28274.0,14.0,12,6
30.0,33440.0,17.0,14,8
43.0,26935.0,22.0,6,6
38.0,29715.0,15.0,10,8
43.0,35920.0,20.0,4,8
54.0,31709.0,11.0,8,6
23.0,29700.0,24.0,5,8
46.0,26990.0,31.0,6,2
32.0,26834.0,37.0,9,1
44.0,25747.0,21.0,4,4
35.0,27295.0,25.0,3,3
56.0,33778.0,9.0,6,2
36.0,28891.0,29.0,4,8
29.0,23251.0,25.0,8,6
39.0,38841.0,17.0,10,4
38.0,31600.0,27.0,8,6
46.0,22965.0,18.0,12,4
39.0,27791.0,17.0,12,4
60.0,30554.0,23.0,7,7
34.0,38523.0,14.0,9,11
34.0,24459.0,26.0,11,5
29.0,34880.0,14.0,14,5
36.0,36997.0,14.0,6,8
37.0,26857.0,15.0,5,6
38.0,28612.0,25.0,5,4
36.0,24818.0,16.0,15,6
29.0,28983.0,12.0,7,8
26.0,29817.0,16.0,5,5
31.0,33298.0,20.0,5,3
46.0,35451.0,13.0,7,8
49.0,26260.0,13.0,8,3
34.0,20163.0,33.0,6,4
26.0,29894.0,15.0,5,4
34.0,31468.0,18.0,7,4
56.0,31247.0,18.0,11,10
45.0,28367.0,17.0,6,6
41.0,30624.0,24.0,9,6
45.0,37577.0,26.0,10,6
50.0,31909.0,18.0,4,2
23.0,28133.0,13.0,9,3
31.0,27499.0,28.0,7,5
30.0,29151.0,19.0,7,3
41.0,38184.0,30.0,10,8
37.0,29083.0,7.0,13,5
43.0,29901.0,21.0,6,4
30.0,27588.0,32.0,11,9
49.0,35495.0,18.0,8,5
34.0,39799.0,19.0,12,5
42.0,32253.0,22.0,6,1
47.0,30414.0,17.0,10,7
46.0,30184.0,18.0,11,8
39.0,18078.0,18.0,9,6
43.0,33726.0,16.0,5,4
52.0,30671.0,27.0,12,6
40.0,32142.0,23.0,11,2
28.0,26443.0,22.0,8,3
41.0,28078.0,25.0,13,5
35.0,27945.0,18.0,7,8
18.0,35108.0,15.0,10,4
40.0,28106.0,16.0,9,4
36.0,40413.0,20.0,6,2
47.0,32154.0,14.0,7,2
27.0,23622.0,17.0,6,6
20.0,29357.0,17.0,8,5
37.0,26742.0,33.0,14,7
39.0,19028.0,3.0,13,6
36.0,37997.0,19.0,13,4
35.0,33516.0,30.0,8,8
24.0,32666.0,21.0,5,8
34.0,30827.0,25.0,8,3
32.0,23090.0,21.0,8,4
46.0,27582.0,16.0,15,3
39.0,34209.0,7.0,4,1
32.0,24744.0,21.0,8,5
52.0,17341.0,15.0,9,6
32.0,28864.0,15.0,6,4
41.0,29291.0,17.0,10,4
33.0,30678.0,30.0,9,3
51.0,33643.0,34.0,9,5
36.0,33188.0,21.0,4,5
36.0,31294.0,17.0,4,4
34.0,35978.0,13.0,11,5
37.0,22405.0,23.0,9,4
47.0,32523.0,31.0,7,5
43.0,33133.0,19.0,7,6
35.0,23802.0,6.0,10,7
52.0,22486.0,24.0,16,4
44.0,26270.0,26.0,9,3
31.0,26692.0,10.0,10,8
21.0,33767.0,21.0,10,6
31.0,26927.0,23.0,16,9
39.0,25718.0,20.0,8,6
41.0,26942.0,15.0,3,7
49.0,35593.0,26.0,3,7
24.0,30065.0,18.0,7,3
31.0,29104.0,11.0,11,6
23.0,29450.0,8.0,15,6
22.0,36460.0,28.0,9,5
29.0,26254.0,24.0,8,6
39.0,36578.0,21.0,7,4
43.0,31052.0,17.0,7,11
26.0,29198.0,17.0,7,4
27.0,42505.0,14.0,11,5
18.0,24722.0,17.0,10,5
37.0,28232.0,7.0,5,4
28.0,23838.0,16.0,7,7
52.0,34762.0,18.0,8,8
39.0,38446.0,24.0,9,6
33.0,38350.0,20.0,8,3
29.0,36120.0,25.0,6,3
20.0,29012.0,28.0,12,8
21.0,28174.0,26.0,7,3
29.0,21644.0,23.0,8,2
28.0,40179.0,20.0,8,8
25.0,32345.0,14.0,5,5
39.0,27540.0,24.0,6,6
40.0,36640.0,30.0,11,5
30.0,25136.0,22.0,8,8
54.0,32033.0,32.0,3,9
18.0,29137.0,11.0,7,5
36.0,33193.0,13.0,8,7
33.0,29682.0,25.0,7,5
29.0,22745.0,22.0,5,3
28.0,30378.0,28.0,11,4
35.0,35244.0,20.0,10,6
33.0,29854.0,15.0,6,6
31.0,33876.0,19.0,8,5
22.0,24772.0,11.0,8,10
19.0,29869.0,13.0,4,9
32.0,26877.0,26.0,3,6
31.0,33735.0,25.0,6,6
33.0,30157.0,22.0,2,5
34.0,33450.0,10.0,6,5
30.0,35439.0,18.0,10,2
33.0,33458.0,13.0,9,3
26.0,31366.0,27.0,8,3
50.0,25009.0,16.0,6,10
27.0,29986.0,13.0,8,6
31.0,27335.0,20.0,9,5
28.0,28280.0,16.0,10,3
28.0,28127.0,29.0,3,2
35.0,25100.0,16.0,10,5
34.0,20213.0,12.0,7,5
30.0,26659.0,7.0,5,5
32.0,30967.0,20.0,4,14
28.0,23259.0,17.0,9,6
39.0,30078.0,11.0,4,6
56.0,39501.0,27.0,8,10
26.0,35115.0,24.0,7,9
39.0,38218.0,20.0,8,3
35.0,31956.0,28.0,6,6
42.0,35838.0,24.0,6,6
42.0,26380.0,15.0,5,5
37.0,26778.0,14.0,9,8
35.0,16304.0,25.0,10,5
31.0,35931.0,22.0,11,9
27.0,37702.0,21.0,6,7
34.0,27234.0,15.0,6,5
22.0,28730.0,24.0,5,6
29.0,26231.0,15.0,6,0
46.0,31913.0,19.0,11,2
36.0,35625.0,29.0,7,8
44.0,21286.0,16.0,6,8
50.0,32047.0,11.0,9,7
33.0,28617.0,14.0,12,6
37.0,30567.0,26.0,6,5
32.0,32295.0,22.0,16,4
27.0,29059.0,19.0,3,5
25.0,29482.0,17.0,6,7
43.0,28931.0,23.0,9,7
37.0,34852.0,15.0,6,2
53.0,32094.0,22.0,5,7
45.0,31103.0,16.0,7,5
28.0,23645.0,15.0,8,4
43.0,28107.0,16.0,4,8
32.0,34493.0,18.0,7,3
47.0,30188.0,20.0,6,9
30.0,33298.0,21.0,10,6
24.0,38833.0,-2.0,8,3
27.0,35193.0,15.0,4,11
28.0,30466.0,18.0,9,8
27.0,27445.0,29.0,9,5
29.0,17232.0,14.0,6,5
44.0,29158.0,21.0,7,5
53.0,28370.0,29.0,6,3
22.0,31952.0,12.0,6,4
48.0,29230.0,22.0,7,3
30.0,28398.0,15.0,6,6
38.0,21103.0,17.0,13,7
18.0,25300.0,15.0,15,3
40.0,32383.0,16.0,9,6
18.0,38580.0,36.0,15,6
38.0,29512.0,25.0,11,5
38.0,31639.0,27.0,7,4
37.0,34762.0,23.0,5,5
28.0,25946.0,10.0,10,6
40.0,31834.0,22.0,8,9
39.0,26298.0,26.0,12,6
33.0,34324.0,15.0,4,4
42.0,30757.0,26.0,9,3
34.0,31492.0,24.0,11,4
40.0,26087.0,31.0,3,3
34.0,33535.0,17.0,8,5
37.0,40424.0,13.0,8,3
41.0,24960.0,18.0,12,5
31.0,28301.0,29.0,11,2
23.0,31158.0,9.0,5,6
38.0,33932.0,8.0,6,6
47.0,27202.0,21.0,9,6
38.0,15835.0,17.0,6,4
38.0,36796.0,20.0,13,6
35.0,33803.0,26.0,8,2
42.0,21285.0,17.0,11,9
33.0,26962.0,9.0,5,4
30.0,37841.0,32.0,8,2
46.0,37239.0,14.0,3,8
30.0,34693.0,14.0,11,5
44.0,29119.0,27.0,6,6
46.0,30415.0,18.0,12,5
41.0,29345.0,20.0,5,7
23.0,35641.0,23.0,8,4
35.0,25621.0,27.0,5,2
33.0,25971.0,18.0,10,3
30.0,35051.0,29.0,9,5
36.0,29778.0,7.0,8,4
43.0,36892.0,25.0,13,4
30.0,26642.0,15.0,12,4
33.0,29726.0,28.0,12,3
33.0,25388.0,21.0,6,10
47.0,30037.0,16.0,10,7
32.0,22607.0,24.0,8,4
23.0,27562.0,25.0,9,3
19.0,22819.0,24.0,5,4
39.0,33470.0,14.0,5,5
27.0,33583.0,17.0,4,4
42.0,21349.0,20.0,6,5
22.0,36669.0,20.0,7,8
30.0,42487.0,24.0,6,5
22.0,30230.0,8.0,14,3
39.0,26794.0,22.0,7,2
41.0,44122.0,18.0,7,5
38.0,23405.0,15.0,8,0
24.0,30101.0,16.0,10,7
28.0,30898.0,19.0,13,2
37.0,36726.0,-2.0,6,1
18.0,31799.0,16.0,11,2
33.0,27507.0,15.0,7,9
50.0,25244.0,23.0,6,6
33.0,28291.0,15.0,10,5
20.0,24965.0,19.0,6,6
29.0,30239.0,29.0,5,2
29.0,27179.0,26.0,9,4
56.0,22530.0,25.0,9,5
52.0,36276.0,17.0,8,3
42.0,27512.0,23.0,12,6
32.0,23659.0,19.0,8,4
47.0,29159.0,19.0,14,6
24.0,30342.0,22.0,11,10
46.0,21268.0,16.0,10,8
44.0,31658.0,29.0,4,4
33.0,24764.0,19.0,6,10
46.0,38555.0,24.0,10,1
31.0,32620.0,29.0,7,5
22.0,28001.0,26.0,11,1
45.0,26274.0,12.0,11,6
34.0,29475.0,23.0,9,5
41.0,33064.0,25.0,6,2
53.0,29873.0,25.0,6,5
28.0,28914.0,13.0,8,2
34.0,30292.0,16.0,6,2
51.0,26981.0,26.0,9,4
42.0,28284.0,15.0,7,5
28.0,19571.0,18.0,4,4
25.0,34869.0,29.0,8,5
30.0,31494.0,20.0,5,5
28.0,26133.0,16.0,7,3
37.0,39494.0,15.0,12,6
36.0,30435.0,22.0,5,3
38.0,24819.0,12.0,11,8
27.0,34284.0,19.0,15,2
34.0,31990.0,22.0,9,9
18.0,31973.0,28.0,7,5
36.0,27871.0,24.0,6,6
47.0,32252.0,16.0,14,5
21.0,28691.0,27.0,10,4
40.0,32780.0,18.0,10,4
29.0,20475.0,13.0,6,4
43.0,27831.0,19.0,6,6
37.0,38611.0,29.0,5,4
39.0,26165.0,21.0,7,6
36.0,26981.0,20.0,12,6
48.0,27760.0,30.0,10,5
38.0,23926.0,11.0,3,7
28.0,18959.0,12.0,6,3
36.0,28847.0,10.0,14,3
31.0,30679.0,22.0,8,6
37.0,29737.0,21.0,3,6
31.0,29276.0,29.0,10,2
28.0,30215.0,21.0,10,7
37.0,35114.0,18.0,4,7
36.0,29048.0,20.0,5,3
46.0,27130.0,21.0,9,3
31.0,28594.0,10.0,11,4
18.0,32897.0,36.0,9,6
31.0,37060.0,23.0,8,3
19.0,26859.0,21.0,9,3
39.0,30495.0,24.0,11,6
18.0,31692.0,24.0,8,5
25.0,25037.0,19.0,11,4
31.0,30102.0,16.0,9,3
50.0,22672.0,24.0,4,7
24.0,21155.0,22.0,5,8
35.0,31834.0,15.0,10,2
41.0,28081.0,29.0,10,6
50.0,31011.0,22.0,9,7
43.0,29911.0,24.0,12,6
46.0,25118.0,28.0,9,8
44.0,29774.0,20.0,8,4
23.0,23834.0,22.0,9,8
39.0,36955.0,25.0,8,8
43.0,23220.0,16.0,9,4
25.0,29021.0,20.0,12,7
29.0,24789.0,21.0,6,6
27.0,32852.0,14.0,9,2
43.0,28343.0,34.0,6,1
34.0,27407.0,12.0,7,0
32.0,34266.0,12.0,7,8
22.0,30147.0,28.0,4,8
34.0,32583.0,24.0,12,5
29.0,25093.0,14.0,6,4
37.0,22976.0,24.0,5,6
24.0,30536.0,29.0,9,5
37.0,28406.0,20.0,7,3
31.0,33132.0,36.0,8,5
23.0,29600.0,10.0,8,4
22.0,31025.0,24.0,10,3
23.0,21883.0,27.0,9,3
33.0,39442.0,25.0,4,5
36.0,29179.0,19.0,10,5
38.0,33488.0,18.0,12,4
38.0,25820.0,23.0,4,4
27.0,31540.0,25.0,11,8
46.0,23486.0,24.0,8,3
31.0,32260.0,26.0,12,5
40.0,28220.0,14.0,5,7
33.0,30146.0,19.0,8,4
39.0,33490.0,14.0,8,8
33.0,23837.0,18.0,10,2
39.0,26578.0,26.0,7,5
35.0,32287.0,21.0,7,5
43.0,40491.0,36.0,6,2
27.0,29310.0,21.0,10,3
18.0,32956.0,20.0,12,6
25.0,29465.0,21.0,8,4
46.0,39711.0,16.0,10,4
33.0,21264.0,20.0,6,6
36.0,30473.0,27.0,9,4
24.0,21872.0,21.0,13,11
36.0,17467.0,15.0,8,5
25.0,31487.0,14.0,7,6
26.0,30697.0,17.0,8,4
31.0,28576.0,20.0,10,4
39.0,29469.0,27.0,6,6
41.0,45491.0,12.0,9,7
41.0,28709.0,18.0,4,6
19.0,32551.0,21.0,7,1
35.0,26753.0,9.0,8,3
33.0,31476.0,15.0,10,3
20.0,28809.0,16.0,8,5
35.0,27947.0,15.0,6,2
32.0,39094.0,21.0,11,8
40.0,35886.0,19.0,9,9
36.0,30684.0,17.0,9,4
30.0,18479.0,23.0,8,8
44.0,28195.0,30.0,7,5
18.0,43515.0,30.0,3,7
34.0,28847.0,8.0,6,2
18.0,35516.0,23.0,5,6
26.0,37210.0,19.0,7,5
40.0,31095.0,21.0,10,8
22.0,25791.0,18.0,8,6
21.0,17823.0,21.0,12,7
59.0,33421.0,21.0,6,6
21.0,25926.0,17.0,1,8
52.0,30881.0,15.0,10,5
33.0,23751.0,17.0,9,4
30.0,28674.0,21.0,5,5
41.0,30169.0,24.0,10,5
48.0,31343.0,25.0,4,6
24.0,24426.0,17.0,8,3
30.0,35985.0,22.0,16,7
43.0,27016.0,26.0,8,3
38.0,21628.0,27.0,13,5
46.0,29455.0,20.0,7,6
40.0,30172.0,19.0,15,6
53.0,30803.0,21.0,5,5
37.0,36811.0,13.0,7,1
37.0,28818.0,19.0,5,7
38.0,29402.0,24.0,9,4
34.0,24484.0,24.0,7,4
43.0,34103.0,18.0,5,3
37.0,30922.0,21.0,8,7
